Session Start,Session End,Total Sleep Duration (hrs),Average HRV (ms),Date,Awake Duration (hrs),REM Duration (hrs),Core Duration (hrs),Deep Duration (hrs),Total Steps,Total Standing Hours,Total Basal Energy Burned (kcal),Total Active Energy Burned (kcal),Total Exercise Minutes
2022-05-02 01:08:59-07:00,2022-05-02 07:12:29-07:00,6.058333333333334,64.40425,2022-05-02,,,,,21191.0,14.0,1625.163000000002,1891.9699999999993,139.0
2022-05-03 00:00:27-07:00,2022-05-03 07:23:27-07:00,7.383333333333334,49.14595,2022-05-03,,,,,17347.0,14.0,1595.5199999999998,2385.8,164.0
2022-05-03 23:54:26-07:00,2022-05-04 07:19:56-07:00,7.425,21.5133,2022-05-04,,,,,14964.0,12.0,1612.7569999999978,395.305,15.0
2022-05-04 23:39:14-07:00,2022-05-05 07:20:44-07:00,7.691666666666666,36.24295,2022-05-05,,,,,10659.0,11.0,1603.462,306.5640000000003,11.0
2022-05-05 22:35:36-07:00,2022-05-06 08:25:06-07:00,9.825,17.9532,2022-05-06,,,,,14875.0,14.0,1582.6539999999995,319.699,22.0
2022-05-06 23:40:36-07:00,2022-05-07 06:27:06-07:00,6.775,65.71325,2022-05-07,,,,,7886.0,5.0,1618.7199999999998,121.76799999999999,4.0
,,,,2022-05-08,,,,,9154.0,7.0,1507.6929999999995,774.4579999999999,57.0
2022-05-09 00:04:49-07:00,2022-05-09 07:24:19-07:00,7.325,33.25425,2022-05-09,,,,,16000.0,12.0,1612.6990000000005,578.3120000000002,64.0
2022-05-09 23:54:55-07:00,2022-05-10 07:23:25-07:00,7.475,45.94695,2022-05-10,,,,,22803.0,14.0,1619.8809999999953,2138.369,217.0
2022-05-11 00:54:51-07:00,2022-05-11 07:24:51-07:00,6.5,31.28035,2022-05-11,,,,,12478.0,14.0,1590.8749999999989,428.58099999999985,34.0
2022-05-12 00:21:42-07:00,2022-05-12 06:56:12-07:00,6.575,39.80445,2022-05-12,,,,,15172.0,15.0,1613.2879999999993,394.4900000000001,9.0
2022-05-13 00:33:00-07:00,2022-05-13 07:24:30-07:00,6.858333333333333,29.63205,2022-05-13,,,,,13261.0,13.0,1636.830999999999,321.29900000000055,17.0
2022-05-14 00:57:34-07:00,2022-05-14 06:41:04-07:00,5.725,43.50795,2022-05-14,,,,,13504.0,8.0,1521.9360000000001,4120.086000000001,430.0
2022-05-15 02:59:38-07:00,2022-05-15 09:42:38-07:00,6.716666666666667,93.59325,2022-05-15,,,,,8789.0,12.0,1602.9529999999997,273.7970000000004,9.0
2022-05-15 23:51:09-07:00,2022-05-16 07:26:09-07:00,7.583333333333333,70.4632,2022-05-16,,,,,18127.0,13.0,1606.9889999999968,365.2369999999996,18.0
2022-05-17 00:40:40-07:00,2022-05-17 07:24:40-07:00,6.733333333333333,37.4048,2022-05-17,,,,,35143.0,15.0,1631.540999999993,692.1690000000002,59.0
,,,,2022-05-18,,,,,17027.0,16.0,1619.5860000000007,1615.0130000000004,112.0
2022-05-19 00:16:57-07:00,2022-05-19 07:26:27-07:00,7.158333333333333,37.2207,2022-05-19,,,,,13244.0,11.0,1595.6009999999987,344.029,14.0
2022-05-20 00:28:19-07:00,2022-05-20 07:25:49-07:00,6.958333333333333,34.5514,2022-05-20,,,,,21871.0,16.0,1640.0179999999968,544.1930000000009,32.0
2022-05-21 02:17:42-07:00,2022-05-21 09:59:12-07:00,7.691666666666666,41.2338,2022-05-21,,,,,2683.0,3.0,1536.1329999999991,40.02800000000001,
2022-05-21 22:26:43-07:00,2022-05-22 06:15:13-07:00,7.808333333333334,39.03575,2022-05-22,,,,,3475.0,4.0,1554.4320000000012,872.8910000000001,52.0
2022-05-23 00:44:32-07:00,2022-05-23 08:26:32-07:00,7.7,40.4747,2022-05-23,,,,,11457.0,11.0,1589.0949999999991,302.9210000000002,8.0
2022-05-23 23:23:06-07:00,2022-05-24 07:25:06-07:00,8.033333333333333,75.4255,2022-05-24,,,,,4452.0,4.0,1553.0450000000008,84.28400000000003,4.0
2022-05-25 00:50:11-07:00,2022-05-25 08:25:11-07:00,7.583333333333333,111.1034,2022-05-25,,,,,2766.0,6.0,1542.0739999999998,54.720000000000006,
2022-05-26 00:39:48-07:00,2022-05-26 07:23:18-07:00,6.725,61.7796,2022-05-26,,,,,22294.0,11.0,1633.5959999999977,495.08999999999963,54.0
2022-05-27 02:35:33-07:00,2022-05-27 08:46:33-07:00,6.183333333333334,43.9555,2022-05-27,,,,,9508.0,8.0,1585.1109999999994,209.05700000000013,7.0
2022-05-28 02:22:04-07:00,2022-05-28 09:44:04-07:00,7.366666666666666,37.1599,2022-05-28,,,,,14853.0,4.0,1558.7640000000063,574.8770000000001,93.0
2022-05-29 02:58:08-07:00,2022-05-29 08:50:08-07:00,5.866666666666666,35.4722,2022-05-29,,,,,1421.0,2.0,1534.9950000000001,38.075999999999986,
,,,,2022-05-30,,,,,219.0,,1534.5289999999993,,
2022-05-31 01:06:18-07:00,2022-05-31 07:04:48-07:00,5.975,24.6239,2022-05-31,,,,,1310.0,9.0,1564.0100000000004,124.17699999999992,1.0
,,,,2022-06-01,,,,,405.0,1.0,1509.0259999999992,7.324,
2022-06-02 01:50:59-07:00,2022-06-02 12:02:29-07:00,10.191666666666666,33.76005,2022-06-02,,,,,2807.0,6.0,1564.6230000000005,113.51099999999997,
2022-06-03 02:57:46-07:00,2022-06-03 12:15:46-07:00,9.3,58.877,2022-06-03,,,,,727.0,2.0,1581.6849999999995,29.264999999999993,
2022-06-04 01:50:43-07:00,2022-06-04 10:14:13-07:00,8.391666666666667,52.2915,2022-06-04,,,,,24561.0,11.0,1567.007,430.9379999999995,23.0
2022-06-05 01:45:53-07:00,2022-06-05 12:00:53-07:00,10.25,52.545249999999996,2022-06-05,,,,,2314.0,1.0,1560.3529999999994,30.524000000000008,
2022-06-06 02:53:54-07:00,2022-06-06 10:08:24-07:00,7.241666666666666,48.9604,2022-06-06,,,,,7379.0,7.0,1543.0690000000004,289.9959999999998,35.0
2022-06-07 02:38:13-07:00,2022-06-07 13:11:13-07:00,10.55,45.5763,2022-06-07,,,,,4863.0,1.0,1593.0009999999995,36.84400000000001,
2022-06-08 02:39:28-07:00,2022-06-08 08:30:28-07:00,5.85,72.1759,2022-06-08,,,,,14881.0,12.0,1559.786000000001,638.8970000000002,80.0
2022-06-09 01:57:50-07:00,2022-06-09 12:30:20-07:00,10.541666666666666,44.404566666666675,2022-06-09,,,,,2684.0,1.0,1572.1770000000001,30.846999999999987,
2022-06-10 03:06:54-07:00,2022-06-10 05:14:54-07:00,2.1333333333333333,133.192,2022-06-10,,,,,15060.0,14.0,1629.7489999999998,415.1470000000003,17.0
2022-06-10 21:57:27-07:00,2022-06-11 04:56:57-07:00,6.991666666666666,40.3257,2022-06-11,,,,,22367.0,16.0,1620.2349999999988,516.0570000000002,14.0
2022-06-11 21:46:03-07:00,2022-06-12 03:54:03-07:00,6.133333333333334,40.66035,2022-06-12,,,,,24868.0,18.0,1621.0730000000253,597.7659999999973,49.0
2022-06-12 21:12:26-07:00,2022-06-13 03:02:56-07:00,5.841666666666667,68.6756,2022-06-13,,,,,19757.0,18.0,1614.1320000000003,492.24699999999984,21.0
2022-06-13 21:24:56-07:00,2022-06-14 02:58:26-07:00,5.558333333333334,45.59,2022-06-14,,,,,21369.0,16.0,1631.6009999999992,516.5469999999993,16.0
2022-06-14 23:03:25-07:00,2022-06-15 02:44:25-07:00,3.683333333333333,36.1663,2022-06-15,,,,,16914.0,15.0,1565.8949999999993,216.22300000000004,10.0
2022-06-15 21:48:04-07:00,2022-06-16 03:39:04-07:00,5.85,75.96770000000001,2022-06-16,,,,,15755.0,18.0,1600.6580000000008,337.1920000000001,9.0
,,,,2022-06-17,,,,,15459.0,15.0,1635.8929999999968,414.39900000000017,10.0
2022-06-17 23:13:41-07:00,2022-06-18 06:31:41-07:00,7.3,44.091049999999996,2022-06-18,,,,,25816.0,17.0,1634.431999999997,529.089,28.0
2022-06-18 22:17:50-07:00,2022-06-18 23:32:50-07:00,1.25,,2022-06-18,,,,,25816.0,17.0,1634.431999999997,529.089,28.0
2022-06-19 04:20:20-07:00,2022-06-19 07:51:20-07:00,3.5166666666666666,42.728,2022-06-19,,,,,21953.0,16.0,1667.1510000000005,436.6749999999995,7.0
2022-06-20 01:41:57-07:00,2022-06-20 05:13:27-07:00,3.525,41.5614,2022-06-20,,,,,22828.0,16.0,1618.5649999999973,460.0420000000004,28.0
2022-06-21 02:04:22-07:00,2022-06-21 09:57:22-07:00,7.883333333333334,45.164649999999995,2022-06-21,,,,,19112.0,13.0,1617.934,498.3069999999999,33.0
2022-06-22 04:25:09-07:00,2022-06-22 11:58:39-07:00,7.558333333333334,42.04495,2022-06-22,,,,,13639.0,9.0,1591.5410000000006,267.26400000000024,27.0
2022-06-23 03:28:38-07:00,2022-06-23 11:20:38-07:00,7.866666666666666,56.25865,2022-06-23,,,,,15727.0,13.0,1603.969,320.8199999999999,22.0
2022-06-24 03:04:17-07:00,2022-06-24 11:28:47-07:00,8.408333333333333,35.672399999999996,2022-06-24,,,,,13212.0,9.0,1583.8830000000012,232.02900000000048,19.0
2022-06-25 00:59:55-07:00,2022-06-25 01:20:25-07:00,0.3416666666666667,,2022-06-25,,,,,12119.0,12.0,1620.015999999999,364.9620000000003,23.0
2022-06-25 05:22:55-07:00,2022-06-25 13:12:25-07:00,7.825,53.434650000000005,2022-06-25,,,,,12119.0,12.0,1620.015999999999,364.9620000000003,23.0
2022-06-26 05:37:03-07:00,2022-06-26 11:33:03-07:00,5.933333333333334,43.3344,2022-06-26,,,,,10480.0,10.0,1597.5559999999975,299.3140000000001,20.0
,,,,2022-06-27,,,,,8060.0,8.0,1619.8689999999988,559.866,105.0
2022-06-28 03:38:03-07:00,2022-06-28 12:22:33-07:00,8.741666666666667,35.77793333333333,2022-06-28,,,,,2323.0,6.0,1575.0350000000005,113.43499999999996,1.0
,,,,2022-06-29,,,,,4076.0,8.0,1579.9630000000004,118.16700000000009,1.0
2022-06-30 02:40:10-07:00,2022-06-30 10:59:40-07:00,8.325,37.66435,2022-06-30,,,,,9071.0,9.0,1572.0609999999983,524.7959999999998,99.0
2022-07-01 03:30:01-07:00,2022-07-01 11:05:31-07:00,7.591666666666667,53.1957,2022-07-01,,,,,12581.0,14.0,1644.1579999999988,323.4039999999997,5.0
2022-07-02 03:26:38-07:00,2022-07-02 09:00:08-07:00,5.558333333333334,,2022-07-02,,,,,6674.0,4.0,1575.2099999999996,133.31199999999998,5.0
2022-07-03 02:04:27-07:00,2022-07-03 10:13:57-07:00,8.158333333333333,47.76095,2022-07-03,,,,,6984.0,7.0,1556.0230000000008,166.2450000000003,14.0
2022-07-04 02:58:39-07:00,2022-07-04 11:18:39-07:00,8.333333333333334,45.77009999999999,2022-07-04,,,,,10489.0,8.0,1572.7260000000047,548.0680000000002,54.0
,,,,2022-07-05,,,,,1121.0,1.0,1548.4489999999992,10.152999999999999,1.0
2022-07-06 02:33:59-07:00,2022-07-06 12:01:29-07:00,9.458333333333334,69.9734,2022-07-06,,,,,4777.0,7.0,1564.7119999999984,154.12099999999984,2.0
2022-07-07 02:29:38-07:00,2022-07-07 10:06:08-07:00,7.608333333333333,41.53895,2022-07-07,,,,,2446.0,5.0,1571.3349999999991,78.21299999999997,2.0
2022-07-08 02:49:31-07:00,2022-07-08 11:33:31-07:00,8.733333333333333,55.13705,2022-07-08,,,,,3635.0,10.0,1564.6970000000003,144.12700000000018,1.0
,,,,2022-07-09,,,,,8970.0,4.0,1571.4529999999977,565.95,64.0
2022-07-10 03:05:19-07:00,2022-07-10 10:36:49-07:00,7.525,35.8835,2022-07-10,,,,,27265.0,15.0,1632.020999999992,565.6939999999997,47.0
2022-07-11 00:11:31-07:00,2022-07-11 06:39:31-07:00,6.466666666666667,62.07325,2022-07-11,,,,,32408.0,18.0,1638.6369999999938,658.0120000000004,41.0
2022-07-12 00:46:43-07:00,2022-07-12 06:55:43-07:00,6.15,53.8612,2022-07-12,,,,,29970.0,18.0,1656.1449999999954,654.520000000001,53.0
2022-07-13 00:27:20-07:00,2022-07-13 06:57:50-07:00,6.508333333333334,38.2841,2022-07-13,,,,,30120.0,14.0,1622.6299999999953,640.8879999999992,69.0
2022-07-14 00:40:25-07:00,2022-07-14 06:43:25-07:00,6.05,35.31435,2022-07-14,,,,,20222.0,12.0,1649.8660000000007,640.7039999999996,48.0
2022-07-15 00:39:16-07:00,2022-07-15 07:30:16-07:00,6.85,43.04565,2022-07-15,,,,,42372.0,15.0,1639.928999999995,944.0599999999993,92.0
2022-07-16 01:44:13-07:00,2022-07-16 09:41:43-07:00,7.958333333333333,45.27345,2022-07-16,,,,,17819.0,12.0,1584.2419999999975,355.94800000000004,24.0
2022-07-17 02:26:23-07:00,2022-07-17 10:18:23-07:00,7.866666666666666,66.4083,2022-07-17,,,,,26853.0,14.0,1622.5679999999963,749.5659999999999,92.0
2022-07-18 00:36:33-07:00,2022-07-18 07:12:33-07:00,6.6,51.1999,2022-07-18,,,,,30701.0,15.0,1634.810999999997,842.3150000000004,78.0
2022-07-19 00:36:33-07:00,2022-07-19 07:36:03-07:00,6.991666666666666,54.76815,2022-07-19,,,,,31261.0,17.0,1672.647999999997,638.0449999999998,48.0
2022-07-20 01:23:28-07:00,2022-07-20 07:11:58-07:00,5.808333333333334,37.4726,2022-07-20,,,,,20544.0,14.0,1594.3099999999988,422.9990000000006,22.0
2022-07-21 00:30:32-07:00,2022-07-21 07:31:32-07:00,7.016666666666667,47.41225,2022-07-21,,,,,29702.0,15.0,1638.0049999999985,567.0649999999996,29.0
2022-07-22 00:36:49-07:00,2022-07-22 07:09:49-07:00,6.55,31.312150000000003,2022-07-22,,,,,34415.0,14.0,1621.0489999999918,625.7370000000002,53.0
2022-07-23 01:15:44-07:00,2022-07-23 09:19:44-07:00,8.066666666666666,48.0404,2022-07-23,,,,,37215.0,14.0,1645.5800000000008,723.9450000000008,82.0
2022-07-24 01:22:03-07:00,2022-07-24 09:34:03-07:00,8.2,44.848150000000004,2022-07-24,,,,,24003.0,11.0,1554.5409999999993,447.4249999999998,35.0
2022-07-25 00:45:35-07:00,2022-07-25 07:45:35-07:00,7.0,48.73835,2022-07-25,,,,,33214.0,15.0,1664.654999999995,646.186,44.0
,,,,2022-07-26,,,,,26405.0,14.0,1560.528999999998,475.60699999999997,26.0
2022-07-27 00:04:51-07:00,2022-07-27 07:25:21-07:00,7.341666666666667,49.7414,2022-07-27,,,,,32908.0,14.0,1641.685999999997,597.985,39.0
2022-07-28 01:16:22-07:00,2022-07-28 07:00:22-07:00,5.733333333333333,39.3595,2022-07-28,,,,,34060.0,16.0,1624.4969999999919,687.2509999999996,43.0
2022-07-29 01:13:03-07:00,2022-07-29 07:37:03-07:00,6.4,53.2058,2022-07-29,,,,,33246.0,18.0,1654.887999999991,733.693999999999,57.0
2022-07-30 00:47:53-07:00,2022-07-30 07:27:53-07:00,6.666666666666667,44.050650000000005,2022-07-30,,,,,46872.0,17.0,1635.5239999999887,792.5740000000001,74.0
2022-07-31 01:23:20-07:00,2022-07-31 07:52:50-07:00,6.491666666666666,43.5983,2022-07-31,,,,,25403.0,13.0,1588.6969999999978,466.0549999999998,44.0
2022-08-01 00:58:05-07:00,2022-08-01 07:19:05-07:00,6.35,42.6211,2022-08-01,,,,,35159.0,15.0,1639.2369999999967,658.9030000000002,54.0
,,,,2022-08-02,,,,,25317.0,13.0,1617.3259999999975,403.7010000000003,26.0
2022-08-03 00:37:53-07:00,2022-08-03 07:21:23-07:00,6.725,45.092650000000006,2022-08-03,,,,,33518.0,17.0,1625.9929999999956,603.544,41.0
2022-08-04 00:22:09-07:00,2022-08-04 07:04:39-07:00,6.708333333333333,38.26875,2022-08-04,,,,,33045.0,16.0,1640.7119999999927,614.5099999999998,43.0
2022-08-05 04:03:52-07:00,2022-08-05 06:34:22-07:00,2.5083333333333333,48.8236,2022-08-05,,,,,24972.0,18.0,1644.9749999999992,567.0949999999988,36.0
,,,,2022-08-06,,,,,15544.0,8.0,1603.918999999995,599.9240000000009,74.0
,,,,2022-08-07,,,,,19809.0,10.0,1601.1799999999964,333.6259999999999,22.0
2022-08-07 23:31:39-07:00,2022-08-08 09:59:09-07:00,10.458333333333334,35.53236666666667,2022-08-08,,,,,1090.0,1.0,1533.363000000001,17.79,1.0
2022-08-09 03:01:20-07:00,2022-08-09 08:03:50-07:00,5.041666666666667,32.1759,2022-08-09,,,,,6027.0,6.0,1608.4890000000007,128.22499999999997,6.0
,,,,2022-08-10,,,,,9025.0,8.0,1540.1720000000005,203.47700000000003,7.0
2022-08-11 00:48:15-07:00,2022-08-11 07:51:45-07:00,7.058333333333334,31.022399999999998,2022-08-11,,,,,12229.0,14.0,1617.8720000000003,450.61199999999985,36.0
2022-08-12 00:11:35-07:00,2022-08-12 07:58:05-07:00,7.775,36.3775,2022-08-12,,,,,12968.0,12.0,1652.6839999999986,293.6430000000002,10.0
,,,,2022-08-13,,,,,3696.0,3.0,1500.1650000000009,38.975,2.0
,,,,2022-08-14,,,,,2507.0,5.0,1553.1160000000007,86.02600000000005,5.0
,,,,2022-08-15,,,,,16705.0,12.0,1606.1370000000006,359.09000000000003,23.0
2022-08-16 01:35:35-07:00,2022-08-16 07:44:35-07:00,6.15,37.8619,2022-08-16,,,,,10611.0,9.0,1589.7999999999993,334.70200000000034,42.0
,,,,2022-08-17,,,,,6951.0,8.0,1580.8190000000009,179.71500000000023,9.0
2022-08-18 00:45:10-07:00,2022-08-18 07:49:10-07:00,7.066666666666666,48.9559,2022-08-18,,,,,10742.0,9.0,1613.528000000001,255.2830000000002,18.0
2022-08-19 01:19:53-07:00,2022-08-19 07:49:23-07:00,6.491666666666666,91.485,2022-08-19,,,,,21885.0,15.0,1600.1799999999994,470.0279999999996,19.0
,,,,2022-08-20,,,,,7610.0,5.0,1107.314999999994,637.4870000000002,89.0
,,,,2022-08-21,,,,,6437.0,4.0,400.70399999999995,118.244,4.0
,,,,2022-08-22,,,,,20548.0,12.0,1603.1739999999963,417.5649999999998,25.0
2022-08-23 00:48:26-07:00,2022-08-23 08:04:56-07:00,7.275,43.35065,2022-08-23,,,,,12420.0,11.0,1592.3310000000024,416.22800000000035,53.0
2022-08-24 03:19:05-07:00,2022-08-24 07:52:35-07:00,4.558333333333334,47.4473,2022-08-24,,,,,9424.0,11.0,1597.4079999999985,236.94300000000044,8.0
2022-08-25 01:01:32-07:00,2022-08-25 07:38:32-07:00,6.616666666666666,35.1681,2022-08-25,,,,,10120.0,10.0,1584.3550000000007,260.32700000000045,10.0
,,,,2022-08-26,,,,,17984.0,11.0,1597.4589999999992,330.4959999999999,11.0
2022-08-27 02:22:43-07:00,2022-08-27 10:05:43-07:00,7.716666666666667,34.0336,2022-08-27,,,,,7565.0,7.0,1556.42,165.49900000000014,8.0
2022-08-28 02:36:58-07:00,2022-08-28 09:16:58-07:00,6.666666666666667,49.3951,2022-08-28,,,,,9408.0,7.0,1586.922999999998,220.2270000000001,5.0
2022-08-29 01:19:53-07:00,2022-08-29 07:55:23-07:00,6.591666666666667,29.0853,2022-08-29,,,,,12710.0,12.0,1594.6039999999985,298.4240000000001,11.0
2022-08-30 00:58:39-07:00,2022-08-30 07:55:09-07:00,6.941666666666666,76.0231,2022-08-30,,,,,16106.0,11.0,1614.5349999999985,360.626,19.0
2022-08-31 01:07:52-07:00,2022-08-31 06:54:22-07:00,5.775,73.2987,2022-08-31,,,,,20500.0,12.0,1601.6979999999967,390.6840000000005,18.0
2022-09-01 00:50:46-07:00,2022-09-01 07:41:16-07:00,6.841666666666667,32.1563,2022-09-01,,,,,10417.0,13.0,1588.926000000001,255.01100000000017,12.0
2022-09-02 02:29:25-07:00,2022-09-02 09:44:55-07:00,7.258333333333334,35.271950000000004,2022-09-02,,,,,14772.0,14.0,1605.667000000001,346.3430000000003,15.0
2022-09-03 03:01:01-07:00,2022-09-03 07:26:01-07:00,4.416666666666667,34.2251,2022-09-03,,,,,23812.0,15.0,1617.7109999999968,436.08100000000076,4.0
,,,,2022-09-04,,,,,6303.0,6.0,1608.885999999998,164.28500000000008,3.0
,,,,2022-09-05,,,,,2328.0,3.0,1577.278,59.79400000000002,8.0
2022-09-06 02:11:08-07:00,2022-09-06 07:28:08-07:00,5.283333333333333,61.8575,2022-09-06,,,,,12502.0,11.0,1561.7790000000002,297.4630000000004,17.0
2022-09-07 01:27:31-07:00,2022-09-07 07:57:01-07:00,6.491666666666666,20.0357,2022-09-07,,,,,8706.0,11.0,1607.02,263.6340000000003,12.0
2022-09-08 01:54:55-07:00,2022-09-08 07:56:25-07:00,6.025,22.6977,2022-09-08,,,,,11096.0,11.0,1601.702,296.00700000000006,10.0
,,,,2022-09-09,,,,,19238.0,13.0,1608.0499999999993,386.2420000000002,20.0
2022-09-10 01:22:30-07:00,2022-09-10 06:36:30-07:00,5.233333333333333,25.7646,2022-09-10,,,,,10833.0,8.0,1579.3880000000006,239.09400000000028,8.0
,,,,2022-09-11,,,,,223.0,,1576.5490000000004,0.239,
,,,,2022-09-12,,,,,14710.0,11.0,1621.0539999999999,364.6510000000004,23.0
,,,,2022-09-13,,,,,11614.0,14.0,1611.813000000002,704.902,112.0
2022-09-14 01:07:41-07:00,2022-09-14 07:59:11-07:00,6.858333333333333,54.04555,2022-09-14,,,,,8372.0,12.0,1546.871,246.3260000000004,7.0
2022-09-15 01:26:39-07:00,2022-09-15 07:35:09-07:00,6.141666666666667,49.326899999999995,2022-09-15,,,,,8466.0,10.0,1601.0549999999994,223.6880000000003,6.0
,,,,2022-09-16,,,,,14642.0,13.0,1606.2999999999968,346.3150000000007,11.0
,,,,2022-09-17,,,,,4736.0,3.0,1549.4999999999998,122.79200000000003,6.0
,,,,2022-09-18,,,,,701.0,,1603.918,,
2022-09-19 00:54:00-07:00,2022-09-19 07:44:30-07:00,6.841666666666667,75.289,2022-09-19,,,,,14000.0,13.0,1614.9919999999993,323.08200000000033,4.0
2022-09-20 01:42:55-07:00,2022-09-20 07:42:55-07:00,6.0,21.792,2022-09-20,,,,,9779.0,12.0,1597.834,280.5440000000003,6.0
2022-09-21 01:04:29-07:00,2022-09-21 07:39:29-07:00,6.583333333333333,61.395799999999994,2022-09-21,0.16666666666666666,1.275,4.166666666666667,0.9750000000000001,8935.0,9.0,1562.6980000000049,228.21800000000061,13.0
2022-09-22 01:16:35-07:00,2022-09-22 07:54:35-07:00,6.633333333333334,58.29644999999999,2022-09-22,0.20833333333333331,1.0,4.658333333333333,0.7666666666666667,11547.0,13.0,1582.4750000000024,520.7410000000003,96.0
2022-09-23 00:44:55-07:00,2022-09-23 07:59:55-07:00,7.25,25.184150000000002,2022-09-23,0.29166666666666663,1.55,4.708333333333334,0.7,11235.0,4.0,1542.7539999999995,113.24499999999996,10.0
2022-09-24 01:04:27-07:00,2022-09-24 09:09:27-07:00,8.083333333333334,,2022-09-24,0.525,2.05,3.9833333333333334,1.525,15931.0,9.0,1585.852,322.6380000000005,1.0
,,,,2022-09-25,,,,,557.0,,1599.144,0.08,
,,,,2022-09-26,,,,,347.0,,1491.4759999999999,2.172,
2022-09-27 01:03:53-07:00,2022-09-27 07:41:23-07:00,6.625,33.05445,2022-09-27,0.19166666666666665,1.5916666666666666,3.691666666666667,1.15,8880.0,10.0,1563.4840000000015,219.96500000000017,11.0
2022-09-28 00:56:44-07:00,2022-09-28 08:01:14-07:00,7.075,54.71735,2022-09-28,0.475,1.4416666666666667,4.316666666666666,0.8416666666666667,10326.0,9.0,1583.6250000000039,266.3530000000003,17.0
2022-09-29 01:20:15-07:00,2022-09-29 07:44:45-07:00,6.408333333333333,30.5372,2022-09-29,0.06666666666666667,1.2416666666666667,4.066666666666666,1.0333333333333332,8925.0,9.0,1529.9930000000015,212.17300000000031,12.0
2022-09-30 02:09:14-07:00,2022-09-30 07:57:44-07:00,5.808333333333334,32.937,2022-09-30,0.20833333333333331,1.0750000000000002,3.9499999999999997,0.575,17273.0,13.0,1575.0730000000021,374.8550000000011,14.0
,,,,2022-10-01,,,,,10872.0,7.0,1574.7560000000003,218.83500000000012,2.0
,,,,2022-10-02,,,,,1130.0,3.0,1554.3890000000006,51.298000000000016,1.0
2022-10-03 00:45:36-07:00,2022-10-03 07:53:06-07:00,7.125,50.263149999999996,2022-10-03,0.1,1.5416666666666667,4.125,1.3583333333333334,13479.0,12.0,1577.5820000000006,309.7340000000003,15.0
2022-10-04 01:18:23-07:00,2022-10-04 07:50:53-07:00,6.541666666666667,39.438250000000004,2022-10-04,0.06666666666666667,1.6333333333333333,3.675,1.1666666666666665,9920.0,9.0,1548.0450000000044,249.96000000000004,16.0
,,,,2022-10-05,,,,,11307.0,10.0,1576.406000000003,256.2040000000001,14.0
2022-10-06 00:41:37-07:00,2022-10-06 07:17:07-07:00,6.591666666666667,44.0687,2022-10-06,0.058333333333333334,1.9166666666666667,3.7,0.9166666666666666,14729.0,13.0,1597.2490000000018,319.5050000000001,11.0
2022-10-07 01:07:15-07:00,2022-10-07 07:24:45-07:00,6.291666666666667,36.858,2022-10-07,0.08333333333333334,1.2166666666666668,4.241666666666666,0.75,22262.0,16.0,1570.876000000006,514.4080000000007,29.0
2022-10-08 02:13:02-07:00,2022-10-08 11:42:32-07:00,9.491666666666667,57.01149999999999,2022-10-08,0.3666666666666667,2.0416666666666665,6.491666666666667,0.5916666666666667,5439.0,5.0,1541.351000000001,136.67399999999978,10.0
2022-10-09 02:24:25-07:00,2022-10-09 09:48:25-07:00,7.4,119.99,2022-10-09,0.2583333333333333,1.4916666666666667,4.5,1.15,5159.0,8.0,1548.429,100.24699999999996,
2022-10-10 00:33:28-07:00,2022-10-10 07:56:28-07:00,7.383333333333334,49.3,2022-10-10,0.1,1.775,4.2,1.3083333333333333,19023.0,13.0,1604.3010000000022,410.9760000000003,26.0
2022-10-11 01:04:49-07:00,2022-10-11 07:55:19-07:00,6.841666666666667,30.0708,2022-10-11,0.35833333333333334,1.45,3.8583333333333334,1.1749999999999998,9795.0,10.0,1524.0190000000032,252.42100000000056,14.0
2022-10-12 00:24:31-07:00,2022-10-12 06:49:31-07:00,6.416666666666667,57.3714,2022-10-12,0.09166666666666666,1.2833333333333332,4.366666666666667,0.675,22316.0,11.0,1576.0280000000018,400.3950000000002,23.0
2022-10-13 01:18:32-07:00,2022-10-13 07:17:32-07:00,5.983333333333333,33.2736,2022-10-13,0.14166666666666666,0.775,3.9916666666666667,1.075,12166.0,14.0,1565.0710000000026,302.1040000000003,10.0
2022-10-14 00:53:26-07:00,2022-10-14 07:50:26-07:00,6.95,,2022-10-14,0.19999999999999998,1.6666666666666665,4.141666666666667,0.9416666666666667,19283.0,15.0,1581.8780000000024,461.7840000000004,22.0
2022-10-15 02:30:11-07:00,2022-10-15 11:46:11-07:00,9.266666666666667,36.468450000000004,2022-10-15,0.125,2.4583333333333335,5.15,1.9916666666666667,9480.0,13.0,1566.801,236.92000000000033,7.0
2022-10-15 23:47:49-07:00,2022-10-16 05:59:49-07:00,6.2,39.27295,2022-10-16,0.13333333333333333,1.2916666666666667,3.3583333333333334,0.9583333333333334,15427.0,12.0,1561.7930000000013,246.44700000000003,30.0
2022-10-17 00:29:16-07:00,2022-10-17 07:54:16-07:00,7.416666666666667,21.3413,2022-10-17,0.325,1.1416666666666666,4.925,1.025,18158.0,12.0,1596.4930000000024,406.06900000000064,21.0
2022-10-18 01:07:47-07:00,2022-10-18 07:52:47-07:00,6.75,35.754850000000005,2022-10-18,0.058333333333333334,1.6,3.6166666666666667,1.475,11117.0,12.0,1568.2550000000022,288.2240000000005,11.0
